first_name,last_name,birth_year,death_year
V.,Viktorov,,
A.,Viktorov,,
P.,Vikan,,
Karel,Vika,,
Vladas,Vijeikis‏,1919,2000
Juhan,Viiret,1913,1954
Paul,Viires,1903,1991
Hugo,Viires,1907,1974
Paul,Viiding,1904,1962
Linda,Viiding,1906,2003
,Vigilant,,
V.,Viesen,,
Joseph,Vierd,,
Hans,Vieland,,
H.,Vieland,,
Marie-Jeanne,Viel,,
R.,Viede,,
Molla Veli,Vidadi,1709,1809
Harald,Victorin,1889,1960
Bruno,Vicenz,,
V.,Vetterli,,
N.,Vetšorkin,,
N.,Vetšerkin,,
Albert Richard,Vetjen,1900,1948
G.,Veston,,
Fred,Vestland,,
Will,Vesper,1882,1962
Vladimir,Vešnev,1881,1932
M.,Vesiallikas,,
Albert,Verwey,1865,1937
Gyula,Vertessy,,
S.,Veršinin,1865,1936
Mihhail,Veršinin,1923,1986
A.,Veršhovsky,,
Hyatt,Verrile,1871,1954
Vera,Vernoy,,
Harry M.,Vernon,1880,1942
Harold,Owen,1872,1930
Gerald,Verner,,
Verner Joachim,Heinrich,,
,Verin,,
Émile,Verhaeren,1855,1916
Publius,Vergilius Maro,70,19
Eugène,Verconsin,1823,1891
E.,Venzig,,
Gösta,Vennberg,,
Lisa,Venger,,
F. Z.,Vendelmuth,,
Erni,Vendeli,,
Antanas,Venclova,1906,1971
Heinz,Velton,,
Joseph M.,Velter,1895,1949
V.,Velitško,,
Jevgeni,Velitško,,
Vilhelm,Veldin,,
V.,Veldin,,
V.,Velden,,
Pikka,Veitsi,,
L.,Veit,,
Bayard,Veiller,1869,1943
B.,Vehrlie-Genhart,,
Ludvig,Vehre,,
Siegfried von,Vegesack,1888,1974
V.,Vedlin,,
Jaap Diddens van,Vedde,,
Pierre-Gilles,Veber,1896,1968
Otto,Vater,,
Orlin,Vassiljev,1904,1977
Orlin,Vassiljev,1904,
A.,Vassiljev,,
Ivan,Vassilenko,1895,1966
A.,Vartenberg,,
J. G.,Varnken,,
Lidia,Varkovitskaja,1892,1975
A.,Vari,,
I.,Vanin,,
L.,Vanes,,
Karel,Vaněk,1887,1933
Jūlijs,Vanags,1903,1986
Julijs,Vanags,1903,1986
Carl,Van Vechten,1880,1964
Horace,Van Offel,1876,1944
E.,Van Lidth de Jende,,
Hilja,Valtonen,1897,1988
V.,Valter,,
F.,Valter,,
Valerija,Valsiūnienė,1907,1955
Valeria,Valsiunene,,
O,Valpet,,
Gino,Valori,,
Kari,Vallio,1881,1919
A.,Valius,,
V.,Lukaševitš,,
Paul,Valéry,1871,1945
R.,Valerian,,
Valentin,Katajev,1897,1986
E.,Valdna,,
K.,Valdemar,,
Vsevolod,Valde,1906,1942
Ludvig,Valdau,,
O.,Vald,,
M.,Valakorpi,,
Juhan,Väinaste,1883,1969
Aleksander,Vaigla,1896,1941
Petras,Vaičiūnas,1890,1959
A.,Vaičinlaitis,,
Ludvig,Vahl,,
H.,Vagner,,
Georg,Vagner,,
August,Vaga,1893,1960
Tibor,Vadasz,,
Horace Annesley,Vachell,1861,1955
František Jaroslav,Vacek-Kamenický,1806,1869
A.,Vaas,,
Eduard,Vääri,1926,2005
Debora,Vaarandi,1916,2007
V. T.,G.,,
V.,L.,,
V.,K.,,
V.,A.,,
,V.,,
Adolf,Uzarski,1885,1970
E. von,Uvis,,
V.,Utkov,,
V.,Stepanov,,
Jossif,Utkin,1903,1944
Iossif,Utkin,1903,1944
Juri,Ussõtšenko,1919,1980
Lev,Uspenski,1900,1978
Arturo,Uslar Pietri,1906,2001
Konstantin,Ušinski,1824,1871
Nikolai,Ušakov,1899,1973
Mihhail,Urvantsov,,
Oskar,Urgart,1900,1953
G.,Urbanitzky,,
Leida,Urbanik,,
Ralph,Urban,,
Andrejs,Upīts,1877,1970
Lucija,Upite,,
Martin,Unterweger,,
Karl,Unselt,1894,1970
Hellmuth,Unger,1891,1953
H.,Unger,,
Sigrid,Undset,1882,1949
Miguel de,Unamuno,1864,1936
W.,Ulrich,,
Aleksandr,Uljaninski,1893,1972
A.,Uljaninski,,
Arnold,Ulitz,1888,1971
,Ulenspiegel,,
Grete,Ujhely,1903,1997
Ferdinand,Ujbeyi,,
Kalju,Uibo,1922,2017
Sadik,Ugljen,,
Manuel,Ugarte,,
U.,Uechtritz,,
E. B. von,Uechtritz,1756,1818
A.,Uechtritz,,
Ulrich von,Uechtritz-Steinkirch,1881,1949
P. C.,Tyndall,,
Charles Dudley,Warner,1829,1900
Aleksandr,Tvardovski,1910,1971
Ly,Tüvi,,
V.,Tuul,,
Peter,Tutein,,
Georgi,Tuškan,1905,1965
Mirzo,Turzun-zade,1911,1977
A.,Turpin,,
Hermann,Turowski,,
H.,Turovski,,
John Hastings,Turner,1892,1956
John H.,Turner,,
J. H.,Turner,,
H. J.,Turner,,
Ethel,Turner,1872,1958
Agnes Sligh,Turnbull,1888,1982
Ilja,Turitšin,1921,2001
Johan,Turi,1854,1936
Franz,Turba,,
Filippo,Turati,1857,1932
Leonid,Tur,1905,1961
Pjotr,Tur,1908,1978
D.,Tumannõi,1903,1973
Jewell Bothwell,Tull,1881,
Arnold,Tulik,1911,1990
Arthur,Tuckerman,,
Ada,Tšumatšenko,1887,1954
Nikolai,Tšukovski,1904,1965
Kornei,Tšukovski,1882,1969
,Tsu-Ping-Schu,,
,Tšou-Ši,,
Ivan,Tškanikov,,
Rubens,Tšinarov,,
Simon,Tšikovani,1903,1966
I,Tšesnokov,,
O.,Jemeljanov,,
B.,Tšervinski,,
Mihhail Iljitš,Tšernov,,
A.,Tšernov,,
Nikolai,Tšernõševski,1828,1889
B.,Tšernogor,,
Akaki,Tsereteli,1840,1915
Archag,Tschobanian,,
Aleksandr,Tšavtšavadze,1786,1846
Jevgeni,Tšarušin,1901,1965
Aleksei,Tšapõgin,1870,1937
Veera,Tšaplina,1908,1994
Bogdan,Tšalõi,1924,2008
P.,Tšaika,,
Hamzat,Tšadassa,,
Oskar,Truu,1887,1949
Jevgenia,Trutneva,1884,1959
Seldon,Truss,1892,1990
S. A.,True,,
H.,Trüding,,
John,Trude,,
Una Vincenzo,Troubridge,1887,1963
St. Vincent,Troubridge,,
Magda,Trott,,
M.,Trot,,
Ilse,Tromm,,
Herluf,Trolle-Steenstrup,1516,1565
P.,Trojanski,,
Hans,Tröbst,1891,1939
Elsa,Triolet,1896,1970
Ralph Waldo,Trine,1866,1958
Ella,Triebnigg-Pirkhert,1874,1938
W.,Tretzky,,
,Trenkeler,,
Michael,Trenk,,
Franz,Treller,1843,1908
Léon,Treich,1889,1974
M.,Tré,,
B.,Trawin,,
V.,Travkin,,
B.,Trask,,
Johannes,Tralow,1882,1968
Peter,Traill,1896,1968
Mario,Tozzi,,
William,Townend,1881,
W.,Towend,,
Ch.,Tourquet,,
Georges-Gustave,Toudouze,1877,1972
Lilian,Tottenham,,
Pavlo,Tõtšina,1891,1967
L. C. von,Toth,,
L. C. V.,Toth,,
L. C.,Toth,,
Béla,Tóth,1857,1907
Charles,Torquet,1864,1938
Susanne,Tornwaldt,,
Cécile,Tormay,1875,1937
Torao,Hajassi,,
Heikki,Toppila,1885,1963
Friido,Toomus,1908,1974
Osvald,Tooming,1914,1992
Alfred I.,Tooke,,
I.,Tomski,,
F.,Tõmski,,
Nikolai,Toman,1911,1974
Hein,Toma,,
Aleksei Nikolajevitš,Tolstoi,1883,1945
Aleksei,Tolstoi,1883,1945
Aleksandra,Tolstaja,1884,1979
Alexander,Tolnai,,
Aleksander,Tolnai,,
Ernst,Toller,1893,1939
W. P.,Töfflinger,,
V. P.,Töfflinger,,
Petko,Todorov,1879,1916
,Toddy,,
,Toddi,,
Vladimir,Toboljakov,1898,1942
Vladimir,Toboljakov,,
R.,Tobias,,
H.,Tobias,,
Tjui Son,Von,,
H.,Tjadens,,
L.,Tinault,,
Antti,Timonen,1915,1990
Boriss,Timofejev,,
B.,Timofejev,,
Gabryel,Timmory,1870,1965
Rudolf,Timmermans,1912,1943
R.,Timmermans,,
Erna,Tilleman,,
Václav,Tille,1867,1937
,Tiitus,1883,1940
L.,Tiitso,,
Hardi,Tiidus,1918,1999
Nikolai,Tihhonov,1896,1979
Leida,Tigane,1908,1983
L. E.,Tiddeman,,
Heinrich,Tiaden,1873,1949
H.,Thyssen,,
Fred,Thurm,,
James,Thurber,1894,1961
Hovhannes,Thumanjan,1869,1923
Clare,Thornton,,
William M.,Thorney,,
Guy,Thorne,1875,1923
Jon,Thomson,,
P.,Thomsen,,
Patrik C,Thompson,,
Morton,Thompson,1907,1953
John H,Thompson,,
Helen,Thompson,,
Theodor,Thomas,1876,1955
Theo,Thomas,,
Lowell,Thomas,1892,1981
F. W.,Thomas,,
Édith,Thomas,1909,1970
Adrienne,Thomas,1897,1980
Andreas,Thom,,
Mark,Thirteenth,,
Frank,Thiess,1890,1977
O.,Thies,,
Alexander,Roda Roda,1872,1945
Alfred,Thieme,,
Richard,Thiele,1847,1903
A.,Thiele,,
André,Theuriet,1883,1907
R.,Thebis,,
Lee,Thayer,1874,1973
Alexander,Thayer,,
William Makepeace,Thackeray,1811,1863
Matvei,Teveljov,1908,1962
R.,Teuen,,
Susi,Teubner,,
E.,Tetzlaff,,
E.,Terrunn,,
Albert,Teroon,,
Albert Payson,Terhune,1872,1942
Georg,Terescenyi,,
Alpo,Teras,,
Yrjö,Teppo,,
A. de,Teneuilles,,
Albert de,Teneuille,1891,1965
,Tenchi,,
C. V.,Tench,1892,1963
Jesse,Templeton,,
Aleksander,Telnai,,
S.,Teller,,
Herman,Teirlinck,1879,1967
Alf,Teichs,1904,1992
V.,Tehse,,
Erich,Teha,,
Esaias,Tegnér,1782,1846
Valerian,Teen,,
Walter,Techen,,
Te Gi,Tšen,,
S.,Taylor,,
E.,Taylor,,
D. N.,Taylor,,
A.,Taylor,,
N.,Tassin,,
Micael,Tarunts,,
V.,Tarmisto,,
Booth,Tarkington,1869,1946
Tark,Safed,,
Safed,Targa,,
A.,Tarassenkov,,
Helmut,Tarand,1911,1987
Kaarlo O.,Tanner,1868,1906
Fabian,Tanner,,
Maksim,Tank,1912,1995
K.,Tamjärv,,
R.,Tamberg,,
Áron,Tamási,1897,1966
V.,Tamarin,,
Heiti,Talvik,1904,1947
Valdur,Talvaru,,
V.,Talles,,
Taki-eddin,Haggi,,
Taki-eddin Abu-Bekr,Haggi,,
Matsuoku,Takare,,
Jakov,Taits,1905,1957
Agnes,Tait,,
P.,Tahens,,
L,Taboada,,
Hans von,Tabarelli,,
S.,Szöllösy,,
Géza,Szilágyi,1875,1958
Ferenc,Szilágyi,1895,1967
V.,Szigethy,,
Bob von,Szigethy,,
Ernö,Szép,1884,1953
Ferenc,Szentgyörgyi,1892,1948
Béla,Szenes,1894,1927
Stefan,Szende,1901,1985
Ewa,Szelburg-Zarembina,1899,1986
Stefan,Szekely,,
Eugen,Szatmari,1892,1953
Georg,Szanto,,
G.,Szanto,,
Denes,Szantho,,
Euphrosyne,Szalay,,
Mihály,Szabolcska,1861,1930
Dezső,Szabó,1879,1945
Károly,Szabó-Lovászi,1887,1952
W. A.,Sweeney,,
Hélène,Swarth,1859,1941
Anni,Swan,1875,1958
A.,Svetov,,
Mihhail,Svetlov,1903,1964
Per,Svenzen,,
R.,Svensson,,
Per,Svensson,,
Jón,Svensson,1857,1944
Ragnhild,Svenssen,,
Dagmar,Svensen,,
Turek,Svatopluk,1900,1972
Jevgeni,Švarts,1896,1958
Arvid,Svärd,1888,1977
Anni,Svan,1875,1958
Ellen,Svala,,
M.,Svaine,,
Hellmuth,Süttung,,
Juhan,Sütiste,1899,1945
Walter,Süss,,
Lyndon,Surrage,,
Maria,Suro,,
Aleksei,Surkov,1899,1983
Georges,Surdez,,
Miklós,Surányi,1882,1936
Auguste,Supper,1867,1951
Klaus Uuno,Suomela,1888,1962
,Sundgren,,
Dirk,Summer,,
Jüri,Šumakov,1914,1997
Aleksandr,Sulžinkov,,
G.,Šulte,,
René Armand François,Sully-Prudhomme,1839,1907
Richard E.,Sullivan,1921,2005
Edward Alan,Sullivan,1868,1947
Alfred,Suik,1900,1971
Vladimir,Suhhodolski,1889,1962
Walter,Suess,,
Jānis,Sudrabkalns,1894,1975
Herbert,Südekum,,
Sü Jüan,Giä,,
Arthur H.,Styron,1891,1958
Hans,Sturm,1874,1933
Moritz,Färber,,
Hans,Sturm,,
Nikolai,Studenetski,,
G. E.,Stuart-Reid,,
Stepan,Štšipatšov,1899,1980
Vl.,Štšigrjanin-Kurski,,
Andrzej,Strug,1871,1937
H.,Strom,,
Andreas,Stroinski,,
Richard,Strohschneider,,
V.,Stroda,,
Oskar,Strock,1893,1975
Lorenz,Strobl,,
K.,Strobb,,
Arthur,Stringer,1874,1950
Georg,Strelisker,,
Julian,Street,1879,1947
O.,Streelen,,
D.,Streelen,,
Pavel,Streblov,1912,1984
Noel,Streatfield,,
E.,Strasz,,
Ignatz,Straßnoff,,
Charlot,Strasser,1884,1950
Eduard,Strassburger,1844,1912
Erwin,Stranik,1898,1948
Margaret,Strange,,
C. W.,Strange,,
Inge,Stramm,,
Kārlis,Štrāls,1880,1970
Jurgis,Strakšys,1886,1994
Dora,Stowell,,
E.,Stosch,,
O.,Storm,,
Lesley,Storm,1898,1975
K.,Storm,,
Fried,Stören,,
Charles Thurley,Stoneham,1895,1965
Christopher,Stone,,
Sven,Stolpe,1905,1996
H. P.,Stolp,,
J.,Stoll,,
George,Stoessler,,
E.,Stockmarr,,
Dora von,Stockert-Meynert,1870,1947
Ralph,Stock,1881,1962
Aage,Stjördal-Jerfalla,,
Annie,Stillmark,,
Anni,Stillmark,,
Hans,Stiftegger,,
Carl,Stiffens,,
Marika,Stiernstedt,1875,1954
Rosa Linda,Stiassny,1861,1942
Linda,Stiassny,,
Gustav Albert,Stiasny,1877,1946
G.,Stiansny,,
A.,Stewen,,
Edward,Stevenson,,
Burton Egbert,Stevenson,1872,1962
Dora,Stevely,,
E.,Steve,,
Hans,Stetten,,
Carl,Sternheim,1878,1942
Leo,Sternberg,1876,1937
Ole,Sternal,,
Reinier P.,Sterkenburg,1891,1942
Wilhelm,Sterk,,
Jac van der,Ster,1909,1973
Hedwig,Stephan,,
T.,Stepanova,,
Viktor,Stepanov,,
Aleksandr,Stepanov,1892,1965
Wera,Stenzel,,
Alexis,Stenvall,1834,1872
Alexander,Stenbock-Fermor,1902,1972
R.,Steintecker,,
Paul,Steinmüller,1870,1940
R.,Steinmann,,
Hubert,Steinmann,,
Herbert,Steinmann,,
,Steinkirch,,
Anton,Steininger,1898,1968
D.,Steinhart,,
Steingrímur,Thorsteinsson,1831,1913
Willi,Steinert,,
Rudolf,Steiner,1861,1925
Olga,Steiner,1865,
Fred,Steiner,,
V. van,Steindl,,
John,Steinbeck,1902,1968
Josef,Steinauer,1874,1946
V. W. Th.,Stein,,
Lola,Stein,1885,1959
j.,Stein,,
Irmgard von,Stein,,
Irmgard,Stein,,
Hilde,Stein,,
Adolf Friedrich,Stein,1810,1884
P. H.,Steigerwald,,
Heinz,Steguweit,1897,1964
E.,Steger,,
G.,Steffens,,
Carel,Steffans,,
Peter,Steffan,,
Vassõl,Stefanik,1871,1936
P.,Stefan,,
Ole,Stefan,,
Marguerite,Steen,1894,1975
Stanislas André,Steeman,1908,1970
D. M.,Steel,,
Josef,Steck,1894,1969
Vladimir,Stavski,1900,1943
Vincent,Starrett,1886,1974
Hilary,Starr,,
Nikolai,Starov,,
Adolf,Stark,,
William,Stanton,,
Lilonel,Stanhope,,
Hugh,Standish,,
Sorna,Stamer,,
Georgi,Stamatov,1869,1942
Kōrli,Stalte,1870,1947
Suleiman,Stalski,1869,1937
Ester,Ståhlberg,1870,1950
Mari,Stahl,,
Mare,Stahl,,
Maré,Stahl,,
H.,Stahl,,
,Stahl,,
E.,Staerck,,
Moré,Stael,,
Germaine de,Staël,1766,1817
Margarete,Stadler,,
Gladys,St. John-Loe,,
K.,Sshaldach,,
Fráňa,Šrámek,1877,1952
Berthold,Sprung,,
Alberts,Sprūdžs,1908,1944
K.,Spira,,
Olga,Spiero,1877,1960
Hanns von,Spielberg,1853,1918
Austin,Speer,,
Nikolai,Španov,1896,1961
Lev,Rubinštein,,
Adriana,Spanning,,
Adriana,Spadoki,,
Otto,Soyka,1882,1955
Antonin,Sova,1864,1928
Juri,Sotnik,1914,1997
V.,Šostin,,
Theodor von,Sosnosky,1866,1943
Vladimir,Sosjura,1898,1965
S.,Sörsen,,
Vladimir,Šoror,1920,1994
M.,Sork,,
J. C.,Sörensen,,
Hans,Sörensen,,
Carl,Sörens,,
Sophokles,u.,496,406
Hugo von,Hofmannsthal,1874,192
Bernard,Sööt,1900,1976
H.,Sooman,,
U.,Soo,,
R.,Soo,,
John,Sommerfield,1908,1991
Zoltán,Somlyó,1882,1937
Vl.,Solovjov,,
V.,Solovjov,,
N.,Solovjov,,
M.,Kurganov,,
Leonid,Solovjov,1906,1962
Georgi,Solovjov,1911,1972
G.,Solovjov,,
Šolom,Aleihhem,1859,1916
Mihhail,Šolohhov,1905,1984
Tsezar,Solodar,1909,1992
Charles,Solo,1868,1919
Valenio,Soldani,,
,Soktsckarov,,
Anita,Sokolowsky,,
A.,Sokolov,,
Ivan,Sokolov-Mikitov,1892,1975
Z.,Sokolinski,,
Anatoli,Sofronov,1911,1990
Tügölbai,Sõdõkbekov,1912,1997
Edith,Södergran,1892,1923
Åke Fridolf,Söderblom,1910,1965
Leonid,Sobolev,1898,1971
Samuli Johannes (Samuel Jussi),Snellman,1879,1969
L.,Šneider,,
Margery,Snarp,,
Juhan,Smuul,1922,1971
Holloway,Smith,,
Harriet Lummis ?-,Smith,1947,
Eleanor,Smith,1902,1945
,Smith,,
Oleg,Smirnov,,
Frank,Smetana,,
Jaroslav,Smeljakov,1913,1972
Andrei,Šmankevitš,1908,1970
A.,Šmankevitš,,
F.,Small,,
Austin J.,Small,1894,1929
Mihhail,Slonimski,1897,1972
Mark,Slonim,1894,1976
Moriss,Slobodskoi,1913,1991
Juri,Sljozkin,1885,1947
Juri,Slezkin,1885,1947
Lev,Slavin,1896,1984
A.,Slavin,,
Pentšo,Slaveikov,1866,1912
Jan Jacob,Slauerhoff,1898,1936
Vassili,Škvarkin,1893,1967
Verka,Škurla-Ilijić,1891,1971
Grigori,Skulski,1912,1987
Frīdis,Skuju,1887,1942
M.,Skovanek,,
L.,Skomorovska,,
Arkadi,Školnik,1916,1986
E.,Skoll,,
Viktor,Šklovski,1893,1984
Jevgeni,Škljar,1894,1941
Dawid,Skeene,,
G.,Skazapol,,
A.,Skansen,,
Oscar,Sjunnes,,
Tihhon,Sjomuškin,1900,1970
Sven,Sjölund,,
Sigfrid,Siwertz,1882,1970
Al.,Šišov,,
Vjatšeslav,Šiškov,1873,1945
V.,Šiškin,,
Vytautas,Sirijos Gira,1911,1997
Rudolf,Sirge,1904,1970
Amajak,Siras,1902,1983
Domokos,Sipos,1892,1927
Aleksander,Sipelgas,1885,1937
Kurt,Siodmak,,
Elisabeth,Sintenis-Fahrow,,
Hermann,Sinsheimer,1883,1950
P.,Sinisty,,
V,Sinev,,
Gordon,Sinclair,,
Robert,Simpson,1886,1934
Douglas,Simpson,,
Konstantin,Simonov,1915,1979
Zoltan,Simon,,
Zilton,Simon,,
Jonas,Šimkus,1906,1965
Georges,Simenon,1903,1989
Viktor,Simberg,,
Johannes,Silvet,1895,1979
J.,Silvet,,
R.,Silvester,,
Marta,Sillaots,1887,1969
M. [Sillaots M. (pseud.)= Reichenbach Marta Adolfine,Sillaots,1887,1969
M.,Sillaots,,
M,Sillaots,,
Frans Eemil,Sillanpää,1888,1964
Simeon,Silbermann,,
Joseph,Siklosy,,
Erna,Siirak,1911,1987
Helene,Siimisker,1924,2012
Alku,Siikaniemi,,
,Siho,,
Horst,Sigmar,,
Ernst,Siewert,,
Waclaw,Sieroszewski,1858,1945
Iris,Sieber,,
Felicitas,Sieber,,
J.,Šidlovski,,
Alė,Sidabraitė,1900,1986
Carl,Siber,1890,
Karl,Shuck,,
Paulus,Shotte,,
G.,Shopfl,,
A.,Shirokauer,,
Margaret Busbee,Shipp,1871,1936
M. P.,Shiel,1865,1947
Robert Cedric,Sherriff,1896,1975
Vernon,Bartlett,1894,1983
Wilfred,Sheridan,1895,
Wilfred,Sheridan,,
J.,Sherbening,,
H.,Sheffer,,
Werner,Sheff,,
Harry,Sheff,1861,1922
Frank H.,Shaw,1878,1960
Margery,Sharp,,
Heinz,Sharp,,
H.,Sharp,,
Evelyn,Sharp,1869,1955
O.,Shardt,,
Robert Terry,Shannon,,
Renee,Shann,,
G.,Shaeppel,,
A.,Seyfert,,
Vilh.,Seydrich,,
Anna,Sewell,1820,1878
Tarass,Ševtšenko,1814,1861
Ch.,Setzer,,
de la Ramón Gómez,Serna,1888,1963
I. P.,Sergejev,,
A.,Sergejev,,
Sergei,Sergejev-Tsenski,1875,1958
Jelena,Serebrovskaja,1915,2003
H.,Seraphim,,
Unto,Seppänen,1904,1955
N.,Sephar,,
Lena,Senta,,
Ramón José,Sender,1901,1982
Vladimir,Semitjov,1882,1939
Ilja,Selvinski,1899,1968
Robert James Batchen,Sellar,,
Arkadi,Selivanov,1876,1929
Lev,Šeinin,1906,1967
I.,Seimar,,
Lidia,Seifullina,1889,1954
Konrad,Seiffert,,
K.,Seiffert,,
Valter,Seidl,,
C.,Seibert,,
Sophie de,Segur,1799,1874
László,Segesdy,1899,1975
Gösta,Segercrantz,1888,19781
Gösta,Segercrantz,1888,1978
Marcelle,Ségal,,
Vadim,Šefner,1915,2002
Erwin,Sedding,,
Svend,Sebje,,
Sebes,Árpád,1896,1963
Tommaso Gallarati,Scotti,1878,1966
William,Scott,,
Will,Scott,1893,1964
M. P.,Scott,,
Hugh,Scott,,
Gabriel,Scott,1874,1958
F.,Schwiefert,,
Otto,Schwerin,1890,1936
Per,Schwenzen,1899,1984
Robert,Schweichel,1821,1907
Otto,Schwartz,1872,1940
Max,Reimann,1875,1943
Carl,Mathern,1881,1960
Hugo Engelbert,Schwartz,,
G.,Schwartz,,
J.,Schwalbe,,
J,Schwalbe,,
Anna ?-,Schwabacher,1940,
Friedrich Reinhold,Kreutzwald,1803,1882
Walentin,Schuster,,
J.,Schuster,,
Ilse,Schuster,,
W.,Schünemann,,
C.,Schünemann,,
V.,Schumann,,
E.,Schumann,,
E.,Schulze,,
I.,Schultz,,
G. M.,Schulte,,
Heinrich von,Schullern,1865,1955
P.,Schüler,,
Karl Gustav,Schüler,1807,1855
Carl,Schüler,1867,1939
V.,Schulenberg,,
A.,Schubert,,
Franz,Schrönghamer-Heimdal,1881,1962
Gustav,Schröer,1876,1949
Gustav,Schröer,1876,1949
Th.,Schröck-Beck,,
Horst,Schöttler,1874,1942
Paulus,Schotte,,
Paul,Schotte,,
O.,Schott,,
Doris von,Schönthan,1905,1961
Bruno,Schönlank,1859,1901
Wilhelm von,Scholz,1874,1969
Egon,Scholl,,
Gretl,Schoeppl,,
Grete,Schoeppl,,
G.,Schoeppel,,
Grete,Schoeppe,,
Käthe,Schoenlank,,
Annemarie,Scho[?]ene,,
Wilhelm,Schneider,,
Rudolf,Schneider,,
R.,Schneider,,
Hanna,Schneider,,
Erich,Schneider,1900,1970
J.,Schneider-Foerstl,,
D. R. Walter,Schnagg,,
Friedrich,Schnack,1888,1977
Anton,Schnack,1892,1973
V.,Schmidt,,
Granville,Schmidt,,
G.,Schmidt,,
Franz Werner,Schmidt,1888,1930
Erich K.,Schmidt,1890,
E.,Schmidt,,
B.,Schmidt,,
Karl,Schlei,,
Johannes,Schlaf,1862,1941
Oskar,Schiskall,,
Oscar,Schisgall,1901,1984
Alfred,Schirokauer,1880,1934
E.,Schippang,,
Walter,Schimmel-Falkenau,1895,1971
H.,Schiller,,
H.,Schildknecht,,
Peter,Schick,,
Fritz,Schick,,
A.,Scheude,,
J.,Scherbening,,
Peter,Scher,1880,1953
Arthur François Emile van,Schendel,1874,1946
A.,Schende,,
E. A.,Schellenberg,,
Hermann,Scheffler,,
Herbert,Scheffler,1899,1947
Herman George,Scheffauer,1878,1927
Werner,Scheff,1888,1947
Vincent,Scheean,,
Heinz,Scharpf,,
H.,Scharpf,,
J.,Scharbening,,
Erika von,Schaper,,
G.,Schäkei,,
Johan Christiaan Jacob van,Schagen,1891,1985
O.,Schaefer,,
S. C.,Schaak,,
Lothar,Scchs,,
O.,Sayko,,
Dorothy Leigh,Sayers,1893,1957
D. L.,Sayers,,
Alexander,Saxton,,
Savuko di,Borongess,,
S.,Savtšenko,,
Leonid,Saveljev,,
Robert V.,Savage,,
Arthur,Savage,,
John Monk,Saunders,1897,1940
Otto,Sättler,,
Jevgeni,Šatrov,1909,
Samuil,Šatrov,1909,1991
E.,Šatrov,,
S.,Šatrov,,
Hanns,Sassmann,,
Herbert Ravenel,Sass,1884,1958
Edward,Sas,,
Eduard,Sas,,
Jean-Paul,Sartre,1905,1980
René,Sartois,,
A.,Šarov,,
Nurmurat,Sarõhhanov,1906,1944
Vsevolod,Šarin,,
L.,Särg,,
Andres,Särev,1902,1970
Agnes,Sapper,1852,1929
,Sapper,1888,1937
Gabriele,Sapolsky,,
Viktor,Saparin,1906,1970
Viktor,Saparin,1905,1970
Stasys,Santvaras,1902,1991
Piet van,Santen,,
Henri,Sanson,1799,1889
Margaret,Sangster,,
Fritz,Sänger,1901,1984
August,Sang,1914,1969
Charles Wesley,Sanders,,
Frank,Sander,1892,1941
Carl August,Sandburg,1878,1967
Algot Oskar,Sandberg,1865,1922
Karl,Šandadušis,1893,1962
A. H.,Samson,,
Lev,Samoilov,1918,1988
A.,Samochvalov,,
Aleksandr,Šamkovitš,1893,1973
Marcell,Salzer,1873,1930
Margherita,Salvatori,,
Siegbert,Salter,1873,1943
Tyyne,Salminen,1903,1967
Sally,Salminen,1906,1976
Pierre,Sales,1856,1914
Anna,Sakse,1905,1981
Ita,Saks,1921,2003
T.,Sakonskaja,,
Nina,Sakonskaja,1896,1951
Guillot de,Saix,,
Saitō,Mokichi,1882,1953
Jacques-Henri Bernardin de,Saint-Pierre,1737,1814
Ali Ibragim,Saforov,,
Safed,Tark,,
Roro,Saebenspurkh,,
Aini,Sadriddin,1878,1954
Hans Heinz,Sadila-Mantau,1896,1986
Lothar,Sachs,,
L.,Sachs,,
Friedrich,Sacher,1899,1982
Alexander,Sacher-Masoch,1901,1972
Swen,Säbye,,
Simon,Saburov,1868,1929
Edmund,Sabott,1898,1956
Mirzə Ələkbər,Sabir,1862,1911
Rafael,Sabatini,1875,1950
Ali,Sabahattin,1907,1948
Umberto,Saba,1883,1957
de Enrique,Saavedra,,
Aleksander,Saarna,1899,1949
Aadu,Säärits,1908,1982
Andrus,Saareste,1892,1964
J.,Saar,,
Gustav,Saar,1901,1930
F.,Saar,,
Arthur,Rzine,,
Zofia,Rylska,,
Sven,Rye,,
Toon,Ruygrok,,
A.,Ruutsoo,,
Šotha,Rusthaveli,12,
Rudolf von,Russwurm,1872,
Aleksandr,Russovski,,
P.,Russoni,,
John,Russell,1885,1956
John,Russel,,
Joh.,Russel,,
H.,Russel,,
Fox,Russel,,
Valentin,Ruškis,1910,2004
Georg,Rurka,,
Helmut,Runge,,
V.,Rundaltseva,,
Heinrich,Rumpff,,
H.,Rumpff,,
H.,Rumpf,,
Jaan,Rummo,1897,1960
W.,Rulmann,,
Rudolf von (Rüts Rudolf von),Ruets,,
Jack,Rudor,,
Karl Ferdinand,Rudolph,,
A.,Rudolph,,
Carl,Rudolf,1823,1909
Georgi,Rudnev,,
Jakov,Rudin,1900,1941
Percy,Rudd,,
Nils Johan,Rud,1908,1993
A.,Ruckteschell,,
Berta,Ruck,1878,1978
A.,Rucewicz,,
A.,Rublov,,
Georgi,Rubljov,1916,1955
Blume,Rubanovitš,,
