name,birth_year,death_year
"Lilla, Felix",1842.0,1905.0
"Liljen, L. M.",,
"Liinamaa-Pärssinen, Hilja",1876.0,1935.0
"Lieth, Karl Ludwig Theodor",1776.0,1850.0
"Liepe, Albert",1860.0,
"Lienhard, Friedrich (Fritz)",1865.0,1929.0
"Liebetreu, C. F.",,
"Lie, Jonas",1833.0,1908.0
Jean Paul,1763.0,1803.0
Schwarz,,
Hippel,,
Israeli,,
"Claudius, Matthias",1740.0,1815.0
"Li, Po",701.0,762.0
"Lewis, Harriet Newell O’Brien",1841.0,1878.0
"Letnjov, P.",,
Lessing,,
Gotthold Ephraim,1729.0,1781.0
"Lessing, Gotthold Ephraim",1729.0,1781.0
"Lesnesco, Therese",,
"Leskov, Nikolai",1831.0,1895.0
"Leru, Hugo",,
"Lermontov, Mihhail",1814.0,1841.0
"Lermontov, MIhhail",1814.0,1841.0
Leopold Kordesch ?,,
"Lengyni, Laura",,
"Lengerke, Cäsar von",1803.0,1855.0
"Lenau, Nikolaus",1802.0,1850.0
"Evremont, S.",,
Horn,,
Seume,,
"Leman, A.",,
"Leitner, Karl Gottfried von",,
"Leisewitz, Johann Anton",1752.0,1806.0
"Leikin, Nikolai",1841.0,1906.0
"Lažetšnikov, Ivan",1792.0,1869.0
"Lažetšnikov, Ivan",1790.0,1869.0
"Lažentšikov, Ivan",1790.0,1869.0
"Lavrov, M.",,
"Lautenbahs, Jēkabs",1847.0,1928.0
"Lassinen, Emil Viktor",1861.0,1938.0
"Larsen, Jens",,
"Lapas, Mārtiņš",1846.0,1909.0
"Lankenau, H. v.",,
"Langner, Marie",,
"Lange, Wilhelm",1767.0,1831.0
"Lange, Julius",,
"Lange, Antoni",1862.0,1929.0
"Langbein, August Friedrich Ernst",1757.0,1835.0
"Landsberger, Heinrich",1862.0,1917.0
"Landmann, Marie",1859.0,1942.0
"Landmann, Marie",,
"Landmann, Gustav",,
"Lamb, Charles",1775.0,1834.0
"Lamartine, Alphonse de",1790.0,1869.0
"Lagerlöf, Selma",1858.0,1940.0
"Lafontaine, Jean de",1621.0,1695.0
"Lafontaine, August Heinrich Julius",1758.0,1831.0
La Brogere,,
Kotzebue August von,1761.0,1819.0
"Riehl, Alois",1844.0,1924.0
Braunthal,,
Saadi,1210.0,12911292.0
"Gutzkoud, B.",,
"Petöfi, Sándor",1823.0,1849.0
Schille,,
"Kurs, Auguste",,
"Kurrikoff, Andreas",1848.0,1904.0
"Kurikka, Matti",1863.0,1915.0
"Kuparov, M.",,
"Kunz, Hermann",1847.0,1905.0
"Kümmel, N.",,
"Kümmel, Max",,
"Kümmel, H.",,
Külvaja laul,,
Küken,,
"Kugler, Franz Theodor",1808.0,1858.0
"Kuffner, Christoph Johann Anton",1777.0,1846.0
"Krummacher, Friedrich Wilhelm",1796.0,1868.0
"Krummacher, Friedrich Adolf",1767.0,1845.0
"Krüger, K.",,
"Krüger, Johann Christian",1723.0,1750.0
"Krõžanovskaja-Rochester, Vera",1861.0,1924.0
"Krõlov, Ivan",1769.0,1844.0
"Krohn, Julius",1835.0,1888.0
"Krohn, Ilmari",1867.0,1960.0
"Krohn, Helmi,",1871.0,1967.0
"Krobath, Karl",1875.0,1916.0
"Kreutzer, Leonhard Albert",1807.0,1837.0
"Kretzer, Max,",1854.0,1941.0
"Krestovski, Vsevolod",1839.0,1895.0
"Kraus, Eberhard",1857.0,1918.0
"Kraus, Annie",1867.0,
"Kraszewski, Józef Ignacy",1812.0,1887.0
"Krassilnikova, J.",,
Kraschewskji,,
"Kraft, Robert Emil",1869.0,1916.0
"Kozlov, Ivan",1779.0,1840.0
"Kotzebue, August von",1761.0,1819.0
"Kotšetov, Jevgeni",1845.0,1905.0
"Kostomarov, Mõkola [Nikolai]",1817.0,1885.0
"Koskinen, Yrjö",1830.0,1803.0
Kortamber,,
"Korolenko, Vladimir",1853.0,1921.0
"Körner, Theodor Carl",1791.0,1813.0
"Körner, Theodor",1791.0,1813.0
"Körner, Christian Gottfried",1756.0,1831.0
"Körber, Carl",1802.0,1883.0
"Konstantinov, Aleko",1863.0,1897.0
"Konopnicka, Maria",1842.0,1910.0
"König, Ewald August",1833.0,1888.0
"Kong Fuzi, u.",551.0,479.0
Kong Fuzi u.,551.0,479.0
Kalidaaha,,
"Komarov, Matvei",1730.0,1812.0
"Koltsov, Aleksei",1818.0,1842.0
"Koltsov, Aleksei",1809.0,1842.0
Kolshorn,,
"Köhler, Louis",1820.0,1886.0
"Köhler, Bruno",1857.0,1925.0
"Köck, Fr.",,
"Koch, J.",,
"Knoff, Marie",,
Knebel,,
Bührlen,,
Klingen,,
"Klinge, Ernst",1842.0,1915.0
"Klinckowström, Axel",1867.0,1936.0
"Kletke, Hermann",1813.0,1886.0
"Kleist, Heinrich von",1777.0,1811.0
"Klein, Hugo",1853.0,1915.0
"Klaussmann, Anton Oskar",1851.0,1916.0
"Kivi, Aleksis",1834.0,1872.0
Kiusak,,
"Kistner, Anna",1834.0,1911.0
"Kisfaludy, Sándor",1772.0,1844.0
"Kisfaludy, Károly",1788.0,1830.0
"Kirkegaard, Ole Lund",1940.0,1979.0
Kirchner,,
"Kirchbach, Wolfgang",1857.0,1906.0
"Kipling, Rudyard",1865.0,1936.0
"Kingsley, Florence Morse",1859.0,1937.0
"Kingsley, Charles",1819.0,1875.0
"Kineli, Mariane",,
"Kindner, Albert",,
"Kielland, Alexander L.",1849.0,1906.0
"Khuenberg, Sophie von",1863.0,1917.0
Kerebs,,
Kempis. Thomas,1380.0,1471.0
"Keller, Karl",,
"Keller, H.",,
"Keller, Gottfried",1819.0,1890.0
"Keil, Johann Georg",1781.0,1857.0
Kauppis-Heikki,1862.0,1920.0
"Kataja, Väinö",1867.0,1914.0
Karizza,,
"Karenina, A.",,
Kardoza,,
"Karamzin, Nikolai",1842.0,1908.0
"Karamzin, Nikolai",1766.0,1826.0
Batjuškov,,
Innokenti,,
L. G-s,,
"Karadja, Mary",1868.0,1943.0
"Kapff-Essenther, Franziska von",1849.0,1899.0
Kanud,,
"Kant, Immanuel",1724.0,1804.0
"Kamp, Hermann Adam von",1796.0,1867.0
"Kammacher, A.",,
"Kallio, Jaakko Vihturi",1860.0,1921.0
"Kallas, Aino",1878.0,1956.0
"Kallas, Aino",1878.0,1956.0
"Kalbeck, Max",1850.0,1921.0
"Kaiser, Isabelle",1866.0,1925.0
"Kaila, Aina",1896.0,1937.0
"Kadoli, E.",,
"Kabelitz, Theodor",,
K. K.,,
K. A. P.,,
"Juteini, Jaakko",1781.0,1855.0
"Jürgenstein, A.",,
"Junosza, Klemens",1849.0,1898.0
"Junker, E.",,
Julius Wolff,1834.0,1910.0
Julius Sturm,1816.0,1896.0
Juliane von Vietinghoff-Krüdener,1764.0,1824.0
Jules Verne,1828.0,1905.0
Juan Manuel,1282.0,1348.0
"Jovanović, Jovan Zmaj",1833.0,1904.0
Josephine von H.,,
Joseph von Eichendorf,1788.0,1857.0
"Joley, Ch.",,
"Jokai, Mór",1825.0,1904.0
Napoleon I,1769.0,1821.0
Diane,,
Stah,,
"Goethe, Johann Wolfgang von",1749.0,1832.0
J. B.,,
"Marbeau, Firmin",1798.0,1875.0
Boussear,,
"Limet, Charles",1820.0,1913.0
Abraham,,
"Jókai, Mór",1825.0,1904.0
"Johnsen, Peter Rosenkrantz",1857.0,1929.0
Johann Wolfgang von Goethe,1749.0,1832.0
"Jensen, Wilhelm",1837.0,1911.0
Sokrates u.,470.0,399.0
"Lawrence, Henry",1896.0,1857.0
"Schönthan, Franz von",1849.0,1913.0
Diana,,
Gracian,,
"Bremer, F.",,
Cicero,106.0,43.0
Wagner,,
Biass,,
Ewald,,
Kotzebue,,
August von,1761.0,1819.0
Grafer,,
"Järvi, Kaarlo August",1869.0,1942.0
"Jannsen, Johann Voldemar",1819.0,1890.0
"Jakobson, Carl Robert",1841.0,1882.0
"Jahn, H. E.",,
"Jäger, Klara",,
"Jäger, Georg Friedrich von",1785.0,1866.0
"Jacolliot, Louis",1837.0,1890.0
"Jacobsen, Fritz",,
"Jacobsen, Friedrich",1853.0,1920.0
"Jacobsen, Friedrich",1853.0,1919.0
Jacob Grimm,1785.0,1863.0
Wilhelm Grimm,1786.0,1859.0
J.W.W,,
J. Tyrwhitt Brooks,,
J. Sturm,,
J. N.,,
J. L.,,
J. K.,,
J. F.,,
J.,,
J-r-,,
"Izmailov, Aleksander",1779.0,1831.0
"Iversen, Julius",1823.0,1900.0
Ivan Krõlov,1768.0,
"Ivalo, Santeri",1866.0,1937.0
"Inirs, Sant",,
"Ingraham, Joseph Holt",1809.0,1860.0
"Ilges, Walt(h)er",1870.0,1941.0
"Iffland, August Wilhelm",1759.0,1814.0
"Ibsen, Henrik",1828.0,1906.0
"Hutzler, Sara",1853.0,1893.0
"Hutt, Johann",1774.0,1809.0
"Hürte, Norbert",,
Humboldt,,
"Hugo, Victor",1802.0,1885.0
Hugo Reissig,,
"Hruštšov-Sokolnikov, Gavriil",1845.0,1890.0
"Howitt, Mary Botham",1799.0,1888.0
"Houwald, Christoph Ernst von",1778.0,1845.0
"Horn, W.O. von",1798.0,1867.0
"Horn, W. O. von",1798.0,1867.0
"Horn, Moritz",1814.0,1874.0
"Hopp, E. O.",,
"Hood, Thomas",1799.0,1845.0
"Honegger, Johann Jacob",1825.0,1896.0
Homo,,
"Homjakov, Aleksei",1804.0,1860.0
Homeros u.,8.0,
Homeros,8.0,
Homeros,8.0,
Homeros,,
"Hölty, Ludwig Christoph Heinrich",1748.0,1776.0
"Holten, W. von",,
"Holmblad, Alexandrine von",1831.0,1911.0
"Holm, Mia",1845.0,1912.0
"Holend, E.",,
"Hoffmann, Karl August Julius",1812.0,1869.0
"Hoffmann, Hans",1848.0,1909.0
"Hoffmann, Franz",1814.0,1882.0
"Hoffmann, E.",,
"Hoffmann von Fallersleben, August Heinrich",1798.0,1874.0
"Höffer, W.",,
Hoek,,
"Hockewiz, Josephine von",,
"Höcker, Gustav",1832.0,1911.0
"Höcker, Georg",1860.0,
"Hobbes, Thomas",1588.0,1679.0
"Hirschfeldt, H",,
"Hirschfeld, Hermann",1842.0,1921.0
"Irving, Washington",1783.0,1859.0
"Schefer, L.",,
Stifter,,
Benzel-Sternau,,
"Hintereker, Joseph",,
"Hillmann, H.",,
"Hillern, Wilhelmine von",1836.0,1916.0
"Hillern, Hermine von",1859.0,1924.0
"Hiller, F. v.",,
"Meng, R.",,
"Wagner, Richard",1813.0,1883.0
Hanslik,,
"Hauptmann, A.",,
"Mozart, Wolfgang Amadeus",1756.0,1791.0
"Hippel, T. v.",,
Hiller,,
Moscheles,,
"Klauwell, O.",,
"Schumann, Robert",1810.0,1856.0
"Heyse, Paul",1830.0,1914.0
"Hey, W.",,
"Heusser-Schweizer, Meta",1797.0,1876.0
"Herzog, L.",,
"Herwi, B.",,
"Herwegh, Georg",1817.0,1875.0
"Herw, B.",,
"Herold, H.",,
"Hernes, Charlotte",,
"Hermes, E.",,
"Hermann, Carl",,
Herm,,
"Heri, A.",,
"Krummacher, Cornelius",1824.0,1884.0
"Herder, Johann Gottfried",1744.0,1803.0
"Herder, Johann Gottfired von",1744.0,1803.0
"Herbert, Wilhelm",,
Heraklides,,
"Hentschel, J.",,
"Hensler, Heinrich",,
Henryk Sienkiewicz,1846.0,1916.0
"Henry, Emile",1872.0,1894.0
"Henning, Friedrich",,
"Hemnitser, Ivan",1745.0,1784.0
"Hemmo, Kaarlo",1858.0,1940.0
"Hemans, Felicia",1793.0,1835.0
"Hellwig, W.",,
"Helenius-Seppälä, Matti Oskari",1870.0,1920.0
Heinrich Hoffmann von Fallersleben,1798.0,1874.0
Heinrich Heine,1797.0,1856.0
"Heine, Heinrich",1797.0,1856.0
"Heinau, Karl",,
Heims,,
"Heimburg, Wilhelmine",1848.0,1912.0
"Heidenstierna, Aksel",,
"Heidenreich, J. F.",,
"Heiberg, Hermann",1840.0,1910.0
"Hedenstierna, Alfred",1852.0,1908.0
"Hedenstierna, Alfred",1852.0,1907.0
"Hedenstierna, Alfred",1852.0,1906.0
"Hedberg, Frans",1828.0,1908.0
"Hebel, Johann Peter",1760.0,1826.0
"Hebel, Johann Peter (",1760.0,1826.0
"Martin, Heinrich",1818.0,1872.0
"Hawthorne, Nathaniel",1804.0,1864.0
"Hawley, G.",,
"Hausmann, Otto",1837.0,1916.0
"Haushofer-Merk, Emma",1854.0,1925.0
"Hauff, Wilhelm",1802.0,1827.0
"Hasselblatt, Julius",1849.0,1907.0
"Hartwig, Georg",1850.0,1916.0
"Hartung, Max",1857.0,1932.0
"Hartmann, Robert",1831.0,1893.0
"Hartmann, E.",,
"Hartenstein, A.",,
"Harte, Bret",1836.0,1902.0
"Harrewijn, A.",,
"Harmstorf, Gerd",,
"Harland, Henry",1861.0,1905.0
"Harden, H.",,
"Harden, G.",,
"Hansson, Rudolf",1869.0,1945.0
"Hannemann, Karl",,
Hang,,
"Hamsun, Knut",1859.0,1952.0
"Hammer, Julius",1810.0,1862.0
"Hammer, Friedrich Julius",1810.0,1862.0
"Hamerling, Robert",1830.0,1889.0
Muhammad,570.0,632.0
"Spaur, Marie von",1838.0,1884.0
Haltia,,
"Halm, Friedrich",1806.0,1871.0
"Haller, Albrecht von",1708.0,1777.0
"Halévy, Ludovic",1834.0,1908.0
"Haindorf, C.",,
"Haimer, Victor",,
"Haidheim, L.",,
"Hahnsson, Sofia Theodolinda",1838.0,1919.0
"Hahn-Hahn, Ida",1805.0,1880.0
"Hagquist, W.",,
"Haggard, Henry Rider",1856.0,1925.0
"Drummond, Henry",1851.0,1897.0
"Hagfors, E. H.",,
"Hagemeister, M.",,
"Hafiz, Šamsuddin Muhammad u.",1325.0,1389.0
"Haek, David",1854.0,
"Häckländer, Friedrich Wilhelm",1816.0,1877.0
"Habicht, Ludwig",1830.0,1908.0
H.R.,,
"H. R. (Rosenthal, Heinrich",1846.0,1916.0
H. R.,,
H. Keller,,
"Guude, K.",,
"Gutmann, N. U.",,
Gustav Nieritz,1795.0,1876.0
"Günther, Johann Christian",1695.0,1723.0
"Gunter, Archibald Clavering",1847.0,1907.0
"Gummerus, Kaarle Jaakko",1840.0,1898.0
"Gubitz, Friedrich Wilhelm",1786.0,1870.0
"Gubarevitš, V.",,
"Gruppe, Otto Friedrich",1804.0,1876.0
"Grün, Anastasius",1806.0,1876.0
"Grüel, Eugen",1847.0,1927.0
"Grube, August Wilhelm",1816.0,1884.0
"Grotthuss, Jeannot Emil von",1865.0,1920.0
"Grottewitz, Curt",1866.0,1905.0
"Grothe, Wilhelm",1830.0,1892.0
"Groth, Klaus",1819.0,1899.0
"Gross, Fr.",,
"Groner, Auguste",1850.0,1929.0
"Groner, Auguste",1850.0,1929.0
"Groller, Balduin",1848.0,1916.0
"Grimme, Friedrich Wilhelm",1827.0,1887.0
"Grimm, Wilhelm",1786.0,1859.0
"Grimm, vennad",,
"Grimm, Jacob",1785.0,1863.0
"grimm, Jacob",1785.0,1863.0
Grimm Jacob,1785.0,1863.0
Grimm Wilhelm,1786.0,1859.0
"Grillparzer, Franz",1791.0,1872.0
"Grigorovitš, Dmitri",1822.0,1899.0
"Grey, Zane",1872.0,1939.0
"Gréville, Henry",1842.0,1902.0
"Gresser, Gavriil",1866.0,1909.0
"Grekov, N.",,
Greis,,
"Green, Anna Katharine",1846.0,1935.0
"Green, A",,
Grazian,,
Maria de S.,,
"Billings, Josh",1818.0,1885.0
Hesiodos,776.0,
"Mendelssohn, Moses",1729.0,1786.0
"Grandmougin, Charles",1850.0,1930.0
"Graepp, L. W.",,
"Götzendorff-Grabowski, Helene von",1860.0,1908.0
Gottschalk,,
Gottfried August Bürger,1747.0,1794.0
"Gossner, Johannes Evangelista",1773.0,1858.0
"Görs, G.",,
"Gorki, Maksim",1868.0,1936.0
"Gontšarov, Ivan",1812.0,1891.0
"Goleništšev-Kutuzov, Arseni",1848.0,1913.0
"Gogol, Nikolai",1809.0,1852.0
"Holtei, Karl von",1798.0,1880.0
Carmen Sylva,1843.0,1916.0
"Syrus, P.",,
Weiss,,
M. P.,,
"Goethe, Johann Wilhelm von",1749.0,1832.0
"Goering, Theodor",,
"Gnevkow, Anna",1846.0,1931.0
"Gneditš, Pjotr",1855.0,1925.0
"Glinka, Fjodor",1786.0,1880.0
Gleim,,
Bapenstedt,,
Kundsin,,
"Turgenev, Ivan",,
"Gleim, Johann Wilhelm",1719.0,1803.0
Girndt Otto,1835.0,1911.0
"Gingold-Stärk, Max",,
"Gerstäcker, Friedrich",1816.0,1872.0
"Gerok, Karl von",1815.0,1890.0
"Gerok, Karl",1815.0,1890.0
"Gerhard, C.",,
"Gerber, J.",,
Georg Gottlieb Schirges,1811.0,1879.0
"Genlis, Stéphanie Félicité de",1746.0,1830.0
"Genetz, Arvid Oskar Gustaf",1848.0,1915.0
"Gellert, Christian Fürchtegott",1715.0,1769.0
"Geibel, Emanuel",1815.0,1884.0
"Geffers, Ella",,
"Gebhardt, Eduard von",1838.0,1925.0
"Gautier, Théophile",1811.0,1872.0
"Gaulot, Paul",1852.0,1937.0
"Gaudi, R.",,
"Gatt, E.",,
"Garšin, Vsevolod",1855.0,1888.0
"Garin-Mihhailovski, Nikolai",1852.0,1906.0
"Garien, Victor",,
"Garaj, János",1812.0,1853.0
"Ganghofer, Ludwig",1855.0,1920.0
"Gade, Niels Wilhelm",1817.0,1890.0
Gade,,
"Gaboriau, Émile",1832.0,1873.0
G. A. B.,,
G.,,
"Fuchs, Paul",,
"Fromm, Anna",1837.0,
"Fries, Nikolaus",1823.0,1894.0
"Fries, N.",,
"Fries, Jürgen Nikolaus",1823.0,1894.0
"Friedrich, Friedrich",1828.0,1895.0
"Friedrich, Friedrich",1828.0,1890.0
"Friedmann, Alfred",1845.0,1923.0
"Friedheim, P.",,
"Frey, Wilhelm",1833.0,1909.0
"Frey, M.",,
"Frey, Jakob",1824.0,1875.0
"Frenzel, Karl",1827.0,1914.0
"Freimund, Roderich",1841.0,1911.0
"Freiling, Richard",,
"Freiligrath, Ferdinand",1810.0,1876.0
Freidank,,
"Frei, H.",,
"Franzos, Karl Emil",1848.0,1904.0
"Franko, Ivan",1856.0,1916.0
"Frankenstein, Hermine",1842.0,1904.0
Frankel,,
"Franch, Erminio",,
"Framholtz, Berta",,
"Fourrier, E.",,
"Fouqué, Friedrich de la",1777.0,1843.0
"Förster, Paul",,
Forrester,,
"Forge, Henry de",1874.0,1943.0
"Fonvizin, Deniss",1744.0,1792.0
"Fontaine, Jean de la",1621.0,1695.0
"Fontaine, Jean",1621.0,1695.0
"Fofanov, Konstantin",1862.0,1911.0
"Foehse, Ludwig",1849.0,1898.0
"Flügge, H. F.",,
"Flügge, H. F",,
"Flisy, Martin",,
"Fleming, Paul",1609.0,1640.0
"Fleming, Ian",1908.0,1964.0
"Fleiss, Martin",,
"Flaks, A.",,
"Flaccus, Horatius",65.0,8.0
"Féval, Paul",1816.0,1887.0
Feuerbach. Ludwig,1804.0,1872.0
"Zschokke, Heinrich",1771.0,1848.0
Buckle,,
"Feuchtersleben, Ernst von",1806.0,1849.0
"Ferry, Gabriel",1808.0,1852.0
Ferri,,
"Ferrand, Eduard",1813.0,1842.0
"Ferenczy, Teréz",1823.0,1853.0
Ferdinand Freiligrath,1810.0,1876.0
"Feodorov, A.",,
"Fenn, George Manville",1831.0,1909.0
"Felsberg, P.",,
Feldt,,
"Felder, Mathilde",,
"Feist, Leopold",1869.0,1930.0
"Favrikodorov, Konstantin",1834.0,
"Fallersleben, August Heinrich Hoffmann von",1798.0,1874.0
Falkenhorst,,
"Falke, Gustav",1853.0,1916.0
F. Strehle,,
F. L.,,
"Ewald, Ar.",,
"Evald, Arkadi",1836.0,1898.0
Euripides,484.0,406.0
"Eugen, F.",,
"Esenberģis, Jānis",1862.0,1890.0
"Eschstruth, Nataly von",1860.0,1939.0
"Erwe, Paul",,
"Ernst, Otto",1862.0,1926.0
"Ernest, Luise",,
"Ērmanis, Jānis",1862.0,1932.0
"Erlin-Schmeckebier, Hedwig",1873.0,1950.0
"Erlin-Schmeckebier, Hedwig",1873.0,1950.0
"Erler, Josep",,
"Erkko, Juhana Heikki",1849.0,1906.0
"Erdmann Edler, Karl",1844.0,1931.0
"Eppler, Christoph Friedrich",1822.0,1902.0
Epiktetos u.,55.0,135.0
"Eötvös, József",1813.0,1871.0
"Enslin, Karl Wilhelm Ferdinand",1819.0,1875.0
"Enslin, Karl",1814.0,1875.0
"Ennery, Adolphe d'",1811.0,1899.0
"Engel, Georg Julius Leopold",1866.0,1931.0
"Énault, Étienne",1816.0,1883.0
"Elster, Otto",1852.0,1922.0
"Elsner, Oskar",1845.0,1909.0
"Elliott, Ebenezer",1781.0,1849.0
"Eller, Georges",,
"Elkan, Sophie",1853.0,1921.0
"Elcho, Rudolf",1839.0,1923.0
"Eisen, Matthias Johann",1857.0,1934.0
"Eisen, Matthias Johann",1857.0,1934.0
"Eicke, Theodor",1861.0,1897.0
"Eichhorn, Wilhelm Friedrich",1827.0,1896.0
"Eichendorff, Joseph von",1788.0,1857.0
"Eichendorf, Joseph von",1788.0,1857.0
"Egner, Thorbjørn",1912.0,1990.0
"Efron, Saveli",1849.0,1925.0
"Eerich, Adolf",,
"Edler, G. H.",,
"Eder, Hans",,
"Edelheim, Anna",1845.0,1904.0
"Eckstein, Ernst",1845.0,1900.0
Eckelmann,,
"Ebner-Eschenbach, Marie von",1830.0,1916.0
"Ebers, Georg",1837.0,1898.0
"Ebeling, Elisabeth",1828.0,1905.0
"Ebeling, E",,
E. Marlitt,1825.0,1887.0
E. L.,,
E. F.,,
E.,,
"Dyhern, George Charles Baron de",1710.0,1759.0
"Durov, Anatoli",1864.0,1916.0
"Dunckel, O.",,
"Dumas, Alexandre",,
"Dubrovina, Jekaterina",1846.0,1913.0
"Dsirne, Friedrich",1835.0,1872.0
"Drake, August von ?",,
Dr. Schweizer,,
Dr. Jeep,,
"Doyle, Arthur Conan",1859.0,1930.0
"Dostojevski, Fjodor",1821.0,1881.0
"Dörr, Jos.",,
"Dornfels, H.",,
"Döring, Karl August",1783.0,1844.0
"Dmitrijev, Ivan",1760.0,1837.0
"Dmitrijev, Dmitri",1848.0,1915.0
"Dmitrijev, D.",,
"Dittendorf, Karl Ditters von",1739.0,1799.0
"Dingelstedt, Franz von",1814.0,1881.0
Dimitri Rostovski,1651.0,1709.0
"Dilling, Lars",1848.0,1887.0
"Dielitz, Theodor",1849.0,1916.0
"Dickens, Charles",1812.0,1870.0
"Dick, May",1859.0,1925.0
"Detlef, Karl",1836.0,1876.0
"Destren, Jean",,
"Descartes, Réne",1596.0,1650.0
"Demert, O. W.",,
"Delvig, Anton",1798.0,1831.0
Delia Helena,,
"Delavrancea, Barbu Ștefănescu",1858.0,1917.0
"Dejanov, Aleksandr",1862.0,1903.0
"Defoe, Daniel u.",1660.0,1731.0
"Decker, Karl von",1784.0,1844.0
"de Ruijter, Willem",,
"De Pont-Jeste, René",1829.0,1904.0
"De Amicis, Edmondo",1846.0,1908.0
"Day, M.",,
"Dauge, Juris",1835.0,1910.0
"Daudet, Alphonse",1840.0,1897.0
"Daude, Kr.",,
"Darwin, Charles",1809.0,1882.0
Dante Alighieri,1265.0,1321.0
"Danilevski, Grigori",1829.0,1890.0
"Dahn, Felix",1834.0,1912.0
"Dackweiler, J.",,
"Dach, Simon",1605.0,1659.0
"D'Aigremont, Paul",1841.0,1908.0
"D'AIgremont, Paul",1841.0,1907.0
"Cudelli, P.",,
"Cremer, Jacob Jan",1827.0,1880.0
"Cramer, Nikolai von",,
"Cornwall, Barry",1787.0,1874.0
"Coppée, François",1842.0,1908.0
"Cooper, James Fenimore",1789.0,1851.0
"Cooper, James Fenimore",1789.0,1851.0
"Conway, Hugh",1847.0,1885.0
"Collins, William Lucas",1815.0,1887.0
Claudius AD,41.0,54.0
"Claar, Emil",1842.0,1930.0
Christoph von Schmid,1768.0,1854.0
Christian Fürchtegott Gellert,1715.0,1769.0
"Chateaubriand, Francois Rene de",1768.0,1848.0
"Chateaubriand, François René de",1768.0,1848.0
"Charrière, Henri",1906.0,1973.0
Charles Dickens,1812.0,1870.0
Champfort,,
"Lévis, François Gaston de",1719.0,1787.0
"Necker, Jacques",1732.0,1804.0
"Geitando, de",,
Montesqieu,1689.0,1755.0
"Renald, de",,
"Chamisso, Adelbert von",1781.0,1838.0
"Chamisso, Adelbert",1781.0,1838.0
"Chamisso, Adalbert",1781.0,1838.0
Ch. Schmidt,,
"Cervantes Saavedra, Miguel de",1547.0,1616.0
"Castrén, Matthias",1813.0,1852.0
"Castelnuovo, Enrico",1839.0,1915.0
"Castelli, Franz Ignaz Castelli",1781.0,1862.0
"Cassagne, Jacques",1635.0,1679.0
"Carpentier-Meyer, M. C.",,
"Carm, Silwa",,
"Tegner, Esaias",1782.0,1846.0
Sophokles,497.0,496406405.0
"Bührlen, Friedrich Ludwig",1777.0,1850.0
Syrus,,
"Milton, John",16.0,
"Carel, Antonia",1849.0,1939.0
"Canth, Minna",1844.0,1897.0
"Campe, Joachim Heinrich",1746.0,1818.0
"Camões, Luís Vaz de",1524.0,1580.0
"Cammerer, Adalbert Philipp",1786.0,1848.0
"Calvio, Pompeo",,
"Calef, Noël",1907.0,1968.0
"Calderón de la Barca, Pedro",1600.0,1681.0
"Cajan, Juhana Fredrik",1815.0,1887.0
"Caine, Hall",1853.0,1931.0
C. A. P.,,
"Byron, George Gordon",1788.0,1824.0
"Büttner, Heinrich",1866.0,1909.0
"Busse, Carl",1872.0,1918.0
"Busch, Franz von",,
"Burroughs, Edgar Rice",1875.0,1950.0
"Burns, Robert",1759.0,1796.0
"Bürger, Gottfried August",1747.0,1794.0
Bürger,,
"Burdette, Robert Jones",1844.0,1914.0
"Bunyan, John",1628.0,1688.0
"Bulwer-Lytton, Edward",1803.0,1873.0
"Bulwer-Lytton, Edward",1803.0,1873.0
"Bülow, Eduard von",1803.0,1853.0
"Buduštšev, A.",,
"Budde, E.",,
"Büchner, Ludwig",1824.0,1899.0
"Brunold, F.",1811.0,1894.0
"Brühl, Gustav von",1826.0,1903.0
"Brugsch, Heinrich",1827.0,1894.0
"Brown, Irene",,
"Brentano, Fritz",1840.0,1914.0
"Brentano, Franz",1838.0,1917.0
"Brenner, Hans Georg",1903.0,1961.0
"Brenkendorff, Lothar",1859.0,1929.0
"Brenckendorff, Lothar",1859.0,1929.0
"Bremer, Fredrika",1801.0,1865.0
"Breitschwert, Otto von",1829.0,1910.0
"Braunfels, Ludwig",1810.0,1885.0
Braun ?,,
Braun,,
"Brandt, Justus",,
"Brandrupp, Johanna",,
"Brandes, Otto",1844.0,1905.0
"Boyesen, Hjalmar Hjorth",1848.0,1895.0
"Bouvier, A.",,
"Boussenard, Louis Henri",1847.0,1910.0
"Bouilhet, Louis",1822.0,1869.0
"Böttger, Adolf",1815.0,1870.0
"Borum, A. D.",,
"Bornstein, Arthur",,
"Börne, Karl Ludwig",1786.0,1837.0
"Bonin, W. v.",,
"Bolliac, Cezar",1813.0,1881.0
"Boin, M.",,
"Böhm, Therese",,
"Bohl, N.",,
"Bogoljubov, Nikolai",1821.0,1898.0
"Bogolepov, V. G.",,
"Boer, Gerhard ten",1851.0,1916.0
"Bodenstedt, Friedrich von",1819.0,1892.0
"Bodenstedt, Friedrich Martin von",1819.0,1892.0
"Boccaccio, Giovanni",1313.0,1375.0
Blumenthal,,
"Blumenreich, Paul Phillip",1849.0,1907.0
"Bluhm, Eduard von",,
"Blaumanis, Rudolfs",1863.0,1908.0
"Blanch, E.",,
"Bjørnson, Bjørnstjerne",1832.0,1910.0
"Bjerrum-Egholdt, Emma",,
Bjelinski,,
"Birch-Pfeiffer, Charlotte",1800.0,1868.0
"Binder, E.",,
"Billmar, E.",,
Bietinghoff von,,
